#  N     Milne    
#-----------------------------------------
0.477121  4.112993e-01
8.450980e-01  -3.840201e-01
1.041393e+00  -8.239786e-01
1.176091e+00  -1.118382e+00
1.278754e+00  -1.338844e+00
1.361728e+00  -1.514904e+00
1.431364e+00  -1.661403e+00
1.491362e+00  -1.786818e+00
1.544068e+00  -1.896445e+00
1.591065e+00  -1.993817e+00
1.633468e+00  -2.081387e+00
1.672098e+00  -2.160944e+00
1.707570e+00  -2.233850e+00
1.740363e+00  -2.301115e+00
1.770852e+00  -2.363544e+00
1.799341e+00  -2.421803e+00
1.826075e+00  -2.476380e+00
1.851258e+00  -2.527753e+00
1.875061e+00  -2.576256e+00
1.897627e+00  -2.622193e+00
1.919078e+00  -2.665858e+00
1.939519e+00  -2.707396e+00
1.959041e+00  -2.747064e+00
1.977724e+00  -2.784983e+00
1.995635e+00  -2.821345e+00
2.012837e+00  -2.856212e+00
2.029384e+00  -2.889781e+00
2.045323e+00  -2.922059e+00
2.060698e+00  -2.953210e+00
2.075547e+00  -2.983238e+00
2.089905e+00  -3.012380e+00
2.103804e+00  -3.040387e+00
2.117271e+00  -3.067634e+00
2.130334e+00  -3.094111e+00
2.143015e+00  -3.119611e+00
2.155336e+00  -3.144561e+00
2.167317e+00  -3.168833e+00
2.178977e+00  -3.192284e+00
2.190332e+00  -3.215396e+00
2.201397e+00  -3.237671e+00
2.212188e+00  -3.259370e+00
2.222716e+00  -3.280747e+00
2.232996e+00  -3.301440e+00
2.243038e+00  -3.321650e+00
2.252853e+00  -3.341631e+00
2.262451e+00  -3.361010e+00
2.271842e+00  -3.379866e+00
2.281033e+00  -3.398299e+00
2.290035e+00  -3.416438e+00
2.298853e+00  -3.434211e+00
2.307496e+00  -3.451659e+00
2.315970e+00  -3.468834e+00
2.324282e+00  -3.485415e+00
2.332438e+00  -3.501979e+00
2.340444e+00  -3.518216e+00
2.348305e+00  -3.533920e+00
2.356026e+00  -3.549911e+00
2.363612e+00  -3.564950e+00
2.371068e+00  -3.579719e+00
2.378398e+00  -3.594841e+00
2.385606e+00  -3.609124e+00
2.392697e+00  -3.623356e+00
2.399674e+00  -3.637702e+00
2.406540e+00  -3.651392e+00
2.413300e+00  -3.664938e+00
2.419956e+00  -3.678920e+00
2.426511e+00  -3.691692e+00
2.432969e+00  -3.704636e+00
2.439333e+00  -3.717311e+00
2.445604e+00  -3.730367e+00
2.451786e+00  -3.742886e+00
2.457882e+00  -3.755292e+00
2.463893e+00  -3.766571e+00
2.469822e+00  -3.779427e+00
2.475671e+00  -3.790308e+00
2.481443e+00  -3.802547e+00
2.487138e+00  -3.813478e+00
2.492760e+00  -3.824974e+00
2.498311e+00  -3.836491e+00
2.503791e+00  -3.847723e+00
2.509203e+00  -3.858331e+00
2.514548e+00  -3.869206e+00
2.519828e+00  -3.879714e+00
2.525045e+00  -3.889822e+00
2.530200e+00  -3.900848e+00
2.535294e+00  -3.910774e+00
2.540329e+00  -3.920932e+00
2.545307e+00  -3.930608e+00
2.550228e+00  -3.941618e+00
2.555094e+00  -3.950632e+00
2.559907e+00  -3.959836e+00
